protein_id	suprfam_id	description	Evals
Eucgr.L00621.1.p	0038299,0038300,0045803	0038299[Cupredoxins]; 0038300[Cupredoxins]; 0045803[Cupredoxins]	0038299[9.45e-18]; 0038300[1.67e-33]; 0045803[6.81e-37]
Eucgr.L00623.1.p	0038299,0045803,0038300	0038299[Cupredoxins]; 0045803[Cupredoxins]; 0038300[Cupredoxins]	0038299[3.58e-35]; 0045803[7.89e-37]; 0038300[4.13e-41]
Eucgr.L00624.1.p		-	-
Eucgr.L00625.1.p		-	-
Eucgr.L00626.1.p		-	-
Eucgr.L00627.1.p	0047302	0047302[Lipocalins]	0047302[4.36e-42]
Eucgr.L00628.1.p	0047143,0053511	0047143[SNARE-like]; 0053511[SNARE fusion complex]	0047143[1.14e-43]; 0053511[1.88e-20]
Eucgr.L00629.1.p	0053200	0053200[ERH-like]	0053200[1.44e-39]
Eucgr.L00874.1.p	0041183,0051103	0041183[FKBP-like]; 0051103[S-adenosyl-L-methionine-dependent methyltransferases]	0041183[0.000851]; 0051103[4.53e-08]
Eucgr.L00875.1.p	0042932	0042932[TPR-like]	0042932[5.06e-11]
Eucgr.L00876.1.p	0046180	0046180[Protein kinase-like (PK-like)]	0046180[4.82e-05]
Eucgr.L00877.1.p		-	-
Eucgr.L00878.1.p		-	-
Eucgr.L00881.1.p	0052585,0052584,0052583	0052585[(Trans)glycosidases]; 0052584[Glycosyl hydrolase domain]; 0052583[Galactose mutarotase-like]	0052585[1.73e-63]; 0052584[3.88e-18]; 0052583[4.08e-07]
Eucgr.L00916.1.p	0046209	0046209[Cysteine proteinases]	0046209[3.57e-98]
Eucgr.L00917.1.p	0051417	0051417[Cysteine proteinases]	0051417[5.61e-59]
Eucgr.L00918.1.p	0046209	0046209[Cysteine proteinases]	0046209[1.37e-106]
Eucgr.L00919.1.p	0045204	0045204[Cysteine proteinases]	0045204[6.44e-43]
Eucgr.L00920.1.p	0046209	0046209[Cysteine proteinases]	0046209[2.68e-106]
Eucgr.L00921.1.p	0046209	0046209[Cysteine proteinases]	0046209[1.87e-94]
Eucgr.L00922.1.p	0054207	0054207[alpha/beta-Hydrolases]	0054207[1.12e-19]
Eucgr.L00923.1.p	0052091	0052091[Zn-dependent exopeptidases]	0052091[2.38e-53]
Eucgr.L00924.1.p	0054300	0054300[UBC-like]	0054300[1.7e-50]
Eucgr.L00924.2.p	0054300	0054300[UBC-like]	0054300[1.7e-50]
Eucgr.L00924.3.p	0054300	0054300[UBC-like]	0054300[4.72e-47]
Eucgr.L00925.1.p		-	-
Eucgr.L00926.1.p	0040727,0036644,0038477	0040727[Protein kinase-like (PK-like)]; 0036644[EGF/Laminin]; 0038477[Protein kinase-like (PK-like)]	0040727[5.05e-06]; 0036644[5.76e-07]; 0038477[0.00131]
Eucgr.L00927.1.p	0046244,0041848	0046244[L domain-like]; 0041848[L domain-like]	0046244[1.21e-12]; 0041848[1.19e-42]
Eucgr.L00990.1.p	0054538	0054538[UDP-Glycosyltransferase/glycogen phosphorylase]	0054538[5.1e-38]
Eucgr.L00991.1.p	0054538	0054538[UDP-Glycosyltransferase/glycogen phosphorylase]	0054538[2.48e-147]
Eucgr.L00994.1.p	0054538	0054538[UDP-Glycosyltransferase/glycogen phosphorylase]	0054538[7.22e-135]
Eucgr.L01023.1.p		-	-
Eucgr.L01102.1.p	0048842	0048842[NAD(P)-linked oxidoreductase]	0048842[1.57e-96]
Eucgr.L01103.1.p	0048842	0048842[NAD(P)-linked oxidoreductase]	0048842[5.24e-98]
Eucgr.L01104.1.p	0048842	0048842[NAD(P)-linked oxidoreductase]	0048842[1.96e-72]
Eucgr.L01115.1.p		-	-
Eucgr.L01119.1.p	0038477	0038477[Protein kinase-like (PK-like)]	0038477[2.11e-52]
Eucgr.L01120.1.p	0046256,0036855	0046256[(Trans)glycosidases]; 0036855[Chitinase insertion domain]	0046256[6.1e-52]; 0036855[2.26e-13]
Eucgr.L01123.1.p	0049892,0047241	0049892[ARM repeat]; 0047241[ARM repeat]	0049892[3.88e-36]; 0047241[1.06e-17]
Eucgr.L01169.1.p	0047122	0047122[(Trans)glycosidases]	0047122[1.85e-66]
Eucgr.L01170.1.p	0047122	0047122[(Trans)glycosidases]	0047122[8.23e-64]
Eucgr.L01182.1.p	0054912	0054912[Cytochrome P450]	0054912[7.99e-109]
Eucgr.L01183.1.p	0041235	0041235[SRF-like]	0041235[8.24e-28]
Eucgr.L01185.1.p	0054912	0054912[Cytochrome P450]	0054912[8.25e-65]
Eucgr.L01186.1.p	0054912	0054912[Cytochrome P450]	0054912[2.75e-36]
Eucgr.L01189.1.p	0054912	0054912[Cytochrome P450]	0054912[6.55e-110]
Eucgr.L01192.1.p	0050397,0041848,0053105	0050397[L domain-like]; 0041848[L domain-like]; 0053105[L domain-like]	0050397[2.52e-11]; 0041848[2.55e-51]; 0053105[0.00177]
Eucgr.L01193.1.p	0051010,0046244,0047619	0051010[L domain-like]; 0046244[L domain-like]; 0047619[L domain-like]	0051010[2.41e-61]; 0046244[5.1e-17]; 0047619[1.11e-45]
Eucgr.L01217.1.p	0042298	0042298[Acetyl-CoA synthetase-like]	0042298[6.93e-34]
Eucgr.L01219.1.p	0047108	0047108[RNA-binding domain, RBD]	0047108[1.16e-15]
Eucgr.L01220.1.p	0042298	0042298[Acetyl-CoA synthetase-like]	0042298[9.94e-79]
Eucgr.L01230.1.p	0049214	0049214[Pectin lyase-like]	0049214[3.14e-117]
Eucgr.L01290.1.p		-	-
Eucgr.L01291.1.p		-	-
Eucgr.L01292.1.p	0044554	0044554[Formin homology 2 domain (FH2 domain)]	0044554[0.000102]
Eucgr.L01293.1.p		-	-
Eucgr.L01309.1.p	0048863,0050001	0048863[NAD(P)-binding Rossmann-fold domains]; 0050001[GroES-like]	0048863[6.48e-29]; 0050001[2.43e-33]
Eucgr.L01310.1.p	0048863,0048672	0048863[NAD(P)-binding Rossmann-fold domains]; 0048672[GroES-like]	0048863[1.01e-36]; 0048672[1.02e-32]
Eucgr.L01311.1.p	0048863,0050001	0048863[NAD(P)-binding Rossmann-fold domains]; 0050001[GroES-like]	0048863[2.81e-23]; 0050001[1.26e-34]
Eucgr.L01312.1.p		-	-
Eucgr.L01323.1.p		-	-
Eucgr.L01324.1.p	0048505,0053686	0048505[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]	0048505[4.76e-32]; 0053686[6.55e-40]
Eucgr.L01326.1.p	0048505,0053686	0048505[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]	0048505[1.47e-36]; 0053686[3.98e-13]
Eucgr.L01326.2.p	0048505,0053686	0048505[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]	0048505[1.47e-36]; 0053686[3.98e-13]
Eucgr.L01352.1.p		-	-
Eucgr.L01363.1.p	0047619,0053686	0047619[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]	0047619[2.04e-28]; 0053686[1.14e-47]
Eucgr.L01365.1.p	0044574	0044574[ALDH-like]	0044574[1.44e-41]
Eucgr.L01366.1.p	0047619,0053686	0047619[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]	0047619[2.15e-22]; 0053686[4.03e-48]
Eucgr.L01367.1.p	0048648	0048648[HCP-like]	0048648[0.000228]
Eucgr.L01388.1.p		-	-
Eucgr.L01389.1.p		-	-
Eucgr.L01390.1.p		-	-
Eucgr.L01391.1.p		-	-
Eucgr.L01392.1.p	0046833	0046833[Nucleotide-diphospho-sugar transferases]	0046833[4.5e-05]
Eucgr.L01393.1.p		-	-
Eucgr.L01396.1.p	0049440	0049440[WD40 repeat-like]	0049440[1.83e-22]
Eucgr.L01406.1.p	0046244,0048505,0053686,0046888	0046244[L domain-like]; 0048505[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]; 0046888[Toll/Interleukin receptor TIR domain]	0046244[1.8e-12]; 0048505[6.97e-34]; 0053686[2.06e-53]; 0046888[3.27e-30]
Eucgr.L01407.1.p	0048505,0053686,0046888	0048505[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]; 0046888[Toll/Interleukin receptor TIR domain]	0048505[1.8e-16]; 0053686[1.55e-31]; 0046888[0.000719]
Eucgr.L01409.1.p	0045974,0048505,0037738,0053686,0046888	0045974["Winged helix" DNA-binding domain]; 0048505[L domain-like]; 0037738[RNI-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]; 0046888[Toll/Interleukin receptor TIR domain]	0045974[2.99e-07]; 0048505[5.67e-34]; 0037738[5.26e-16]; 0053686[1.2e-58]; 0046888[1.31e-34]
Eucgr.L01410.1.p	0050358	0050358[TPR-like]	0050358[2.98e-06]
Eucgr.L01412.1.p	0054423,0037738	0054423[F-box domain]; 0037738[RNI-like]	0054423[8.63e-10]; 0037738[1.45e-10]
Eucgr.L01436.1.p		-	-
Eucgr.L01442.1.p	0046608	0046608[Bromodomain]	0046608[1.83e-17]
Eucgr.L01443.1.p		-	-
Eucgr.L01444.1.p		-	-
Eucgr.L01445.1.p		-	-
Eucgr.L01476.1.p	0048920	0048920[(Trans)glycosidases]	0048920[2.11e-76]
Eucgr.L01519.1.p		-	-
Eucgr.L01520.1.p		-	-
Eucgr.L01521.1.p		-	-
Eucgr.L01522.1.p		-	-
Eucgr.L01523.1.p		-	-
Eucgr.L01527.1.p	0052749	0052749[S-adenosyl-L-methionine-dependent methyltransferases]	0052749[1.56e-61]
Eucgr.L01528.1.p	0035558,0038477,0040112	0035558[Hairpin loop containing domain-like]; 0038477[Protein kinase-like (PK-like)]; 0040112[alpha-D-mannose-specific plant lectins]	0035558[0.000432]; 0038477[1.75e-80]; 0040112[1.96e-20]
Eucgr.L01528.2.p	0035558,0038477,0040112	0035558[Hairpin loop containing domain-like]; 0038477[Protein kinase-like (PK-like)]; 0040112[alpha-D-mannose-specific plant lectins]	0035558[0.000432]; 0038477[1.62e-80]; 0040112[1.96e-20]
Eucgr.L01528.3.p	0035371,0035558,0040112	0035371[Protein kinase-like (PK-like)]; 0035558[Hairpin loop containing domain-like]; 0040112[alpha-D-mannose-specific plant lectins]	0035371[7.69e-56]; 0035558[0.000318]; 0040112[1.44e-20]
Eucgr.L01530.1.p	0035558,0038477	0035558[Hairpin loop containing domain-like]; 0038477[Protein kinase-like (PK-like)]	0035558[0.00549]; 0038477[1.12e-59]
Eucgr.L01531.1.p	0038477	0038477[Protein kinase-like (PK-like)]	0038477[1.25e-80]
Eucgr.L01531.2.p	0038477	0038477[Protein kinase-like (PK-like)]	0038477[4.72e-81]
Eucgr.L01546.1.p		-	-
Eucgr.L01546.2.p		-	-
Eucgr.L01547.1.p	0050682	0050682[alpha/beta-Hydrolases]	0050682[3.57e-131]
Eucgr.L01548.1.p	0053070	0053070[L35p-like]	0053070[1.7e-19]
Eucgr.L01549.1.p		-	-
Eucgr.L01550.1.p		-	-
Eucgr.L01558.1.p		-	-
Eucgr.L01561.1.p		-	-
Eucgr.L01564.1.p		-	-
Eucgr.L01565.1.p		-	-
Eucgr.L01566.1.p		-	-
Eucgr.L01602.1.p	0047914	0047914[BRCT domain]	0047914[4.36e-24]
Eucgr.L01603.1.p	0043547	0043547[Heme-dependent peroxidases]	0043547[1.22e-69]
Eucgr.L01604.1.p		-	-
Eucgr.L01617.1.p	0038952	0038952[PLP-dependent transferases]	0038952[9.11e-101]
Eucgr.L01634.1.p	0049142	0049142[PR-1-like]	0049142[1.83e-27]
Eucgr.L01637.1.p	0050379	0050379[Terpenoid cyclases/Protein prenyltransferases]	0050379[1.67e-51]
Eucgr.L01638.1.p	0048505,0053686	0048505[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]	0048505[2.04e-19]; 0053686[2.36e-42]
Eucgr.L01649.1.p		-	-
Eucgr.L01655.1.p	0053336	0053336[alpha/beta-Hydrolases]	0053336[6.19e-56]
Eucgr.L01655.2.p	0053336	0053336[alpha/beta-Hydrolases]	0053336[3.11e-55]
Eucgr.L01656.1.p	0038299,0045803,0038300	0038299[Cupredoxins]; 0045803[Cupredoxins]; 0038300[Cupredoxins]	0038299[1.84e-30]; 0045803[7.99e-36]; 0038300[9.37e-39]
Eucgr.L01672.1.p		-	-
Eucgr.L01689.1.p		-	-
Eucgr.L01693.1.p	0049310	0049310[Ubiquitin-like]	0049310[4.65e-22]
Eucgr.L01696.1.p	0040112	0040112[alpha-D-mannose-specific plant lectins]	0040112[4.84e-23]
Eucgr.L01698.1.p	0038477	0038477[Protein kinase-like (PK-like)]	0038477[2.67e-29]
Eucgr.L01713.1.p		-	-
Eucgr.L01723.1.p		-	-
Eucgr.L01724.1.p	0049440	0049440[WD40 repeat-like]	0049440[2.93e-16]
Eucgr.L01726.1.p		-	-
Eucgr.L01726.2.p		-	-
Eucgr.L01727.1.p		-	-
Eucgr.L01740.1.p	0047741	0047741[Galactose oxidase, central domain]	0047741[0.000222]
Eucgr.L01753.1.p	0048261,0053354	0048261[Terpenoid synthases]; 0053354[Terpenoid cyclases/Protein prenyltransferases]	0048261[9.5e-79]; 0053354[2.35e-50]
Eucgr.L01759.1.p	0051019	0051019[Mss4-like]	0051019[2.41e-46]
Eucgr.L01767.1.p	0037239	0037239[alpha/beta-Hydrolases]	0037239[0.00047]
Eucgr.L01770.1.p	0036037,0047192,0038604,0044279	0036037[Heat shock protein 70kD (HSP70), peptide-binding domain]; 0047192[Actin-like ATPase domain]; 0038604[Actin-like ATPase domain]; 0044279[Heat shock protein 70kD (HSP70), C-terminal subdomain]	0036037[1.23e-62]; 0047192[2.43e-45]; 0038604[2.98e-67]; 0044279[4.19e-24]
Eucgr.L01771.1.p	0036119,0042742,0049906	0036119[Ferredoxin reductase-like, C-terminal NADP-linked domain]; 0042742[Riboflavin synthase domain-like]; 0049906[EF-hand]	0036119[3.54e-09]; 0042742[1.46e-17]; 0049906[8.51e-18]
Eucgr.L01779.1.p	0054912	0054912[Cytochrome P450]	0054912[2.88e-71]
Eucgr.L01780.1.p	0054912	0054912[Cytochrome P450]	0054912[1.7e-93]
Eucgr.L01783.1.p	0048659	0048659[FabD/lysophospholipase-like]	0048659[5.49e-70]
Eucgr.L01797.1.p	0038477	0038477[Protein kinase-like (PK-like)]	0038477[1.51e-17]
Eucgr.L01799.1.p		-	-
Eucgr.L01800.1.p		-	-
Eucgr.L01801.1.p	0050582	0050582[DNA-binding pseudobarrel domain]	0050582[1.28e-14]
Eucgr.L01802.1.p	0050582	0050582[DNA-binding pseudobarrel domain]	0050582[5.69e-16]
Eucgr.L01803.1.p		-	-
Eucgr.L01818.1.p		-	-
Eucgr.L01819.1.p	0046244	0046244[L domain-like]	0046244[4.42e-11]
Eucgr.L01852.1.p		-	-
Eucgr.L01864.1.p	0048505	0048505[L domain-like]	0048505[1.25e-24]
Eucgr.L01865.1.p	0048505,0053686	0048505[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]	0048505[7.25e-31]; 0053686[3.73e-36]
Eucgr.L01879.1.p		-	-
Eucgr.L01880.1.p	0052242	0052242[CCCH zinc finger]	0052242[2.35e-06]
Eucgr.L01885.1.p	0046759	0046759[HMA, heavy metal-associated domain]	0046759[2.49e-08]
Eucgr.L01904.1.p	0042676	0042676[CoA-dependent acyltransferases]	0042676[0.000834]
Eucgr.L01909.1.p	0046244,0048505,0053686,0046888	0046244[L domain-like]; 0048505[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]; 0046888[Toll/Interleukin receptor TIR domain]	0046244[2.61e-25]; 0048505[1.26e-48]; 0053686[1.43e-49]; 0046888[1.44e-34]
Eucgr.L01910.1.p	0048505	0048505[L domain-like]	0048505[4.97e-49]
Eucgr.L01911.1.p	0045974,0046888,0047619,0053686	0045974["Winged helix" DNA-binding domain]; 0046888[Toll/Interleukin receptor TIR domain]; 0047619[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]	0045974[7.34e-10]; 0046888[1.31e-34]; 0047619[0.000289]; 0053686[1.78e-57]
Eucgr.L01916.1.p	0036443	0036443[alpha/beta-Hydrolases]	0036443[8.77e-15]
Eucgr.L01934.1.p		-	-
Eucgr.L01935.1.p		-	-
Eucgr.L01941.1.p		-	-
Eucgr.L01943.1.p	0053311	0053311[Thioredoxin-like]	0053311[9.05e-17]
Eucgr.L01944.1.p		-	-
Eucgr.L01962.1.p	0035208	0035208[Osmotin, thaumatin-like protein]	0035208[1.83e-86]
Eucgr.L01965.1.p		-	-
Eucgr.L01965.2.p		-	-
Eucgr.L01966.1.p	0050086,0044404	0050086[Ubiquitin-like]; 0044404[BAG domain]	0050086[4.37e-17]; 0044404[1.96e-12]
Eucgr.L01987.1.p	0037553	0037553[Ribosomal protein L39e]	0037553[1.02e-16]
Eucgr.L01988.1.p	0050358,0054395	0050358[TPR-like]; 0054395[TPR-like]	0050358[0.00272]; 0054395[8.16e-06]
Eucgr.L02007.1.p		-	-
Eucgr.L02046.1.p	0054707	0054707[CBS-domain pair]	0054707[8.69e-16]
Eucgr.L02047.1.p		-	-
Eucgr.L02059.1.p	0050682	0050682[alpha/beta-Hydrolases]	0050682[1.97e-125]
Eucgr.L02065.1.p	0035281	0035281[P-loop containing nucleoside triphosphate hydrolases]	0035281[1.42e-38]
Eucgr.L02066.1.p	0035281	0035281[P-loop containing nucleoside triphosphate hydrolases]	0035281[1.08e-30]
Eucgr.L02067.1.p		-	-
Eucgr.L02068.1.p	0035281	0035281[P-loop containing nucleoside triphosphate hydrolases]	0035281[8.23e-37]
Eucgr.L02069.1.p	0035281	0035281[P-loop containing nucleoside triphosphate hydrolases]	0035281[8.23e-39]
Eucgr.L02078.1.p	0053126	0053126[Magnesium transport protein CorA, transmembrane region]	0053126[4.05e-06]
Eucgr.L02084.1.p	0054829	0054829[P-loop containing nucleoside triphosphate hydrolases]	0054829[9.11e-81]
Eucgr.L02085.1.p		-	-
Eucgr.L02094.1.p	0048505,0041848	0048505[L domain-like]; 0041848[L domain-like]	0048505[4.68e-35]; 0041848[1.56e-46]
Eucgr.L02095.1.p	0041848	0041848[L domain-like]	0041848[3.06e-33]
Eucgr.L02096.1.p	0050562	0050562[R3H domain]	0050562[0.00163]
Eucgr.L02097.1.p		-	-
Eucgr.L02102.1.p		-	-
Eucgr.L02103.1.p	0053857	0053857[FAD/NAD(P)-binding domain]	0053857[5.7e-54]
Eucgr.L02105.1.p		-	-
Eucgr.L02108.1.p		-	-
Eucgr.L02110.1.p		-	-
Eucgr.L02135.1.p	0051109	0051109[NAD(P)-binding Rossmann-fold domains]	0051109[1.55e-35]
Eucgr.L02139.1.p	0047122	0047122[(Trans)glycosidases]	0047122[2.02e-77]
Eucgr.L02166.1.p		-	-
Eucgr.L02167.1.p	0047108	0047108[RNA-binding domain, RBD]	0047108[1.03e-28]
Eucgr.L02171.1.p		-	-
Eucgr.L02171.2.p		-	-
Eucgr.L02171.3.p		-	-
Eucgr.L02182.1.p		-	-
Eucgr.L02203.1.p	0041927	0041927[Protein kinase-like (PK-like)]	0041927[1.26e-69]
Eucgr.L02206.1.p	0047619	0047619[L domain-like]	0047619[6.12e-28]
Eucgr.L02207.1.p	0046888	0046888[Toll/Interleukin receptor TIR domain]	0046888[1.83e-37]
Eucgr.L02210.1.p	0035371,0041848,0042103	0035371[Protein kinase-like (PK-like)]; 0041848[L domain-like]; 0042103[L domain-like]	0035371[2.32e-69]; 0041848[7.48e-60]; 0042103[2.41e-40]
Eucgr.L02220.1.p	0049331,0051277	0049331[Ankyrin repeat]; 0051277[Ankyrin repeat]	0049331[1.17e-30]; 0051277[5.34e-05]
Eucgr.L02232.1.p	0047015	0047015[HSP20-like chaperones]	0047015[5.23e-45]
Eucgr.L02232.2.p	0047015	0047015[HSP20-like chaperones]	0047015[3.35e-36]
Eucgr.L02233.1.p		-	-
Eucgr.L02237.1.p		-	-
Eucgr.L02238.1.p		-	-
Eucgr.L02278.1.p	0046281	0046281[Protein prenylyltransferase]	0046281[1.57e-31]
Eucgr.L02279.1.p	0053812,0040180	0053812[UBC-like]; 0040180[Protein kinase-like (PK-like)]	0053812[8.1e-21]; 0040180[6.15e-10]
Eucgr.L02289.1.p		-	-
Eucgr.L02292.1.p	0047433,0038257	0047433[Protease propeptides/inhibitors]; 0038257[Subtilisin-like]	0047433[0.00187]; 0038257[1.15e-79]
Eucgr.L02295.1.p		-	-
Eucgr.L02296.1.p	0053355	0053355[Terpenoid synthases]	0053355[4.8e-56]
Eucgr.L02306.1.p		-	-
Eucgr.L02313.1.p	0048505,0047619,0053686	0048505[L domain-like]; 0047619[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]	0048505[7.99e-19]; 0047619[2.49e-16]; 0053686[1.73e-50]
Eucgr.L02321.1.p		-	-
Eucgr.L02330.1.p	0048663	0048663[GST C-terminal domain-like]	0048663[7.84e-19]
Eucgr.L02345.1.p		-	-
Eucgr.L02345.2.p		-	-
Eucgr.L02348.1.p	0046410	0046410[alpha/beta-Hydrolases]	0046410[7.49e-05]
Eucgr.L02349.1.p		-	-
Eucgr.L02350.1.p	0048505	0048505[L domain-like]	0048505[1.14e-41]
Eucgr.L02364.1.p		-	-
Eucgr.L02370.1.p	0049331	0049331[Ankyrin repeat]	0049331[8.55e-43]
Eucgr.L02375.1.p	0035371	0035371[Protein kinase-like (PK-like)]	0035371[4.92e-51]
Eucgr.L02396.1.p	0048633	0048633[alpha/beta-Hydrolases]	0048633[8.25e-06]
Eucgr.L02400.1.p	0054676	0054676[alpha/beta-Hydrolases]	0054676[8.71e-52]
Eucgr.L02407.1.p	0049119	0049119[Subtilisin-like]	0049119[1.11e-44]
Eucgr.L02419.1.p		-	-
Eucgr.L02423.1.p	0039493,0051706,0041998	0039493[Periplasmic binding protein-like I]; 0051706[Periplasmic binding protein-like II]; 0041998[Voltage-gated potassium channels]	0039493[1.14e-31]; 0051706[1.96e-41]; 0041998[0.000108]
Eucgr.L02424.1.p	0039493,0051706	0039493[Periplasmic binding protein-like I]; 0051706[Periplasmic binding protein-like II]	0039493[1.45e-55]; 0051706[1.06e-43]
Eucgr.L02426.1.p		-	-
Eucgr.L02433.1.p		-	-
Eucgr.L02441.1.p		-	-
Eucgr.L02447.1.p	0048261	0048261[Terpenoid synthases]	0048261[6.33e-37]
Eucgr.L02454.1.p	0036051,0046171	0036051[PurM C-terminal domain-like]; 0046171[PurM N-terminal domain-like]	0036051[1.64e-57]; 0046171[3.89e-45]
Eucgr.L02455.1.p		-	-
Eucgr.L02484.1.p		-	-
Eucgr.L02509.1.p		-	-
Eucgr.L02510.1.p		-	-
Eucgr.L02512.1.p		-	-
Eucgr.L02517.1.p	0047285	0047285[Metalloproteases ("zincins"), catalytic domain]	0047285[1.59e-53]
Eucgr.L02520.1.p	0053693	0053693[UDP-Glycosyltransferase/glycogen phosphorylase]	0053693[4.93e-96]
Eucgr.L02534.1.p	0043518	0043518[Multidrug resistance efflux transporter EmrE]	0043518[1.31e-06]
Eucgr.L02535.1.p	0038177	0038177[GST C-terminal domain-like]	0038177[5.15e-29]
Eucgr.L02548.1.p	0035371	0035371[Protein kinase-like (PK-like)]	0035371[1.86e-83]
Eucgr.L02550.1.p	0050628	0050628[Conserved domain common to transcription factors TFIIS, elongin A, CRSP70]	0050628[0.000209]
Eucgr.L02550.2.p	0050628	0050628[Conserved domain common to transcription factors TFIIS, elongin A, CRSP70]	0050628[0.000196]
Eucgr.L02550.3.p	0050628	0050628[Conserved domain common to transcription factors TFIIS, elongin A, CRSP70]	0050628[0.000157]
Eucgr.L02551.1.p		-	-
Eucgr.L02563.1.p	0053698	0053698[Homeodomain-like]	0053698[4.67e-29]
Eucgr.L02581.1.p		-	-
Eucgr.L02585.1.p	0045974,0048505,0053686	0045974["Winged helix" DNA-binding domain]; 0048505[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]	0045974[7.89e-13]; 0048505[2.38e-27]; 0053686[1.91e-32]
Eucgr.L02590.1.p		-	-
Eucgr.L02610.1.p	0053626,0041176	0053626[Barwin-like endoglucanases]; 0041176[PHL pollen allergen]	0053626[1.5e-47]; 0041176[8.24e-33]
Eucgr.L02620.1.p	0047624	0047624[RING/U-box]	0047624[0.00115]
Eucgr.L02621.1.p	0053393	0053393[Apolipoprotein A-I]	0053393[0.00693]
Eucgr.L02630.1.p	0052253	0052253[TRAF domain-like]	0052253[4.09e-13]
Eucgr.L02632.1.p	0045037	0045037[4Fe-4S ferredoxins]	0045037[0.00972]
Eucgr.L02633.1.p	0048505,0041848	0048505[L domain-like]; 0041848[L domain-like]	0048505[5.55e-53]; 0041848[4.19e-44]
Eucgr.L02639.1.p	0051159,0051158	0051159[Metallo-dependent phosphatases]; 0051158[Purple acid phosphatase, N-terminal domain]	0051159[1.73e-43]; 0051158[1.83e-23]
Eucgr.L02644.1.p		-	-
Eucgr.L02645.1.p		-	-
Eucgr.L02651.1.p	0053925	0053925[alpha/beta-Hydrolases]	0053925[4.82e-39]
Eucgr.L02664.1.p		-	-
Eucgr.L02664.2.p		-	-
Eucgr.L02664.3.p		-	-
Eucgr.L02664.4.p		-	-
Eucgr.L02664.5.p		-	-
Eucgr.L02677.1.p	0050677	0050677[P-loop containing nucleoside triphosphate hydrolases]	0050677[7.71e-60]
Eucgr.L02680.1.p		-	-
Eucgr.L02681.1.p	0043898	0043898[Acid proteases]	0043898[2.6e-58]
Eucgr.L02684.1.p	0052253	0052253[TRAF domain-like]	0052253[3.27e-34]
Eucgr.L02697.1.p	0054711	0054711[UDP-Glycosyltransferase/glycogen phosphorylase]	0054711[1.22e-84]
Eucgr.L02704.1.p		-	-
Eucgr.L02705.1.p	0051884	0051884[S-adenosyl-L-methionine-dependent methyltransferases]	0051884[5e-29]
Eucgr.L02710.1.p		-	-
Eucgr.L02716.1.p		-	-
Eucgr.L02726.1.p	0048962	0048962[Metallo-dependent phosphatases]	0048962[3.14e-42]
Eucgr.L02746.1.p	0038477	0038477[Protein kinase-like (PK-like)]	0038477[1.05e-27]
Eucgr.L02749.1.p	0045867	0045867[Sm-like ribonucleoproteins]	0045867[1.93e-18]
Eucgr.L02750.1.p	0039493,0051706	0039493[Periplasmic binding protein-like I]; 0051706[Periplasmic binding protein-like II]	0039493[8.07e-70]; 0051706[2.72e-45]
Eucgr.L02757.1.p		-	-
Eucgr.L02760.1.p		-	-
Eucgr.L02763.1.p	0042616	0042616[Dimeric alpha+beta barrel]	0042616[1.18e-24]
Eucgr.L02786.1.p	0047411	0047411[RmlC-like cupins]	0047411[3.04e-47]
Eucgr.L02792.1.p		-	-
Eucgr.L02794.1.p	0050682	0050682[alpha/beta-Hydrolases]	0050682[2.67e-107]
Eucgr.L02795.1.p		-	-
Eucgr.L02796.1.p	0047027	0047027[Clavaminate synthase-like]	0047027[3.16e-14]
Eucgr.L02811.1.p		-	-
Eucgr.L02820.1.p	0035371,0041848	0035371[Protein kinase-like (PK-like)]; 0041848[L domain-like]	0035371[7.62e-65]; 0041848[9.69e-58]
Eucgr.L02822.1.p		-	-
Eucgr.L02857.1.p	0049001	0049001[alpha/beta-Hydrolases]	0049001[4.63e-39]
Eucgr.L02857.2.p	0054676	0054676[alpha/beta-Hydrolases]	0054676[1.52e-38]
Eucgr.L02858.1.p	0038696	0038696[Leukotriene A4 hydrolase N-terminal domain]	0038696[9.02e-35]
Eucgr.L02859.1.p	0040340	0040340[Non-heme 11 kDa protein of cytochrome bc1 complex (Ubiquinol-cytochrome c reductase)]	0040340[0.00034]
Eucgr.L02859.2.p	0040340	0040340[Non-heme 11 kDa protein of cytochrome bc1 complex (Ubiquinol-cytochrome c reductase)]	0040340[0.00034]
Eucgr.L02860.1.p	0047015	0047015[HSP20-like chaperones]	0047015[1.05e-36]
